Gene_name,Gene_ID,New_Gene_ID,p,padj,loglik_full,loglik_red,mean,impulseTOsigmoid_p,impulseTOsigmoid_padj,sigmoidTOconst_p,sigmoidTOconst_padj,isMonotonous
 CG12715 ,FBgn0030440,FBgn0030443,0.916976564,0.999775474,-22.24468569,-22.97761152,0.381518565,0.503668727,0.949736616,0.992526742,0.999999999,FALSE
 CG2200 ,FBgn0030443,FBgn0030447,0.879471379,0.999775474,-30.55526331,-31.4421741,0.438731459,0.449726379,0.949736616,0.981430285,0.999999999,FALSE
 Fer3HCH ,FBgn0030447,FBgn0030449,0.941456932,0.999775474,-116.9574225,-117.5750186,147.6241517,0.558420151,0.949736616,0.995186175,0.999999999,FALSE
 CG15717 ,FBgn0030449,FBgn0030451,0.923520374,0.999775474,-11.12243327,-11.82605002,0.08352471,0.820389896,0.956073766,0.798521986,0.999999999,FALSE
 MFS10 ,FBgn0030451,FBgn0030452,0.214762917,0.999775474,-89.07758608,-92.61755417,18.92295431,0.050430804,0.949736616,0.775715158,0.999999999,FALSE
 CG4318 ,FBgn0030452,FBgn0030455,0.38042784,0.999775474,-63.23820117,-65.88797085,3.818590476,0.080103445,0.949736616,0.969023013,0.999999999,FALSE
 CG4332 ,FBgn0030455,FBgn0030456,0.948550247,0.999775474,-74.45661976,-75.0371921,10.79432069,0.891589317,0.982070168,0.817785111,0.999999999,FALSE
 CG12096 ,FBgn0030456,FBgn0030457,0.643713892,0.999775474,-124.3858072,-126.0689362,246.0475097,0.603161975,0.949736616,0.502043891,0.999999999,FALSE
 CG12723 ,FBgn0030457,FBgn0030459,0.869473943,0.999775474,-121.3571583,-122.282206,213.8178197,0.426427653,0.949736616,0.985871158,0.999999999,FALSE
 Coq5 ,FBgn0030459,FBgn0030460,0.401904172,0.999775474,-73.33098444,-75.88891735,8.926627959,0.176636607,0.949736616,0.648433478,0.999999999,FALSE
 CG15742 ,FBgn0030460,FBgn0030462,0.63010186,0.999775474,-115.3846396,-117.1124872,143.7464186,0.182761837,0.949736616,0.996483273,0.999999999,FALSE
 CG15743 ,FBgn0030462,FBgn0030465,0.94891083,0.999775474,-3.518531147,-4.097164102,0.087696825,0.723379312,0.949736616,0.916772297,0.999999999,FALSE
 CG15744 ,FBgn0030465,FBgn0030466,0.847148981,0.999775474,-103.0838114,-104.0910113,47.62106634,0.365245726,0.949736616,0.999999956,0.999999999,FALSE
 CG1764 ,FBgn0030466,FBgn0030467,0.816888128,0.999775474,-122.6209252,-123.7345576,192.6594083,0.989606163,1,0.530695119,0.999999999,FALSE
 CG1622 ,FBgn0030467,FBgn0030468,0.907361984,0.999775474,-116.751849,-117.5262852,163.6582371,0.466765913,0.949736616,0.998955451,0.999999999,FALSE
 CG15747 ,FBgn0030468,FBgn0030474,0.384430165,0.999775474,-132.4325848,-135.0649652,366.1163584,0.466006263,0.949736616,0.291222447,0.999999999,FALSE
 dmrt11E ,FBgn0030474,FBgn0030477,0.555102238,0.999775474,-116.6840671,-118.6643679,128.7059068,0.289208118,0.949736616,0.687036586,0.999999999,FALSE
 CG1640 ,FBgn0030477,FBgn0030478,0.39177435,0.999775474,-55.43290372,-58.03370877,2.839459032,0.08258663,0.949736616,0.975332155,0.999999999,FALSE
 Rbp1-like ,FBgn0030478,FBgn0030479,0.191433893,0.999775474,-141.120408,-144.8288645,467.9858771,0.494597718,0.949736616,0.111178417,0.999999999,FALSE
 Tim9a ,FBgn0030479,FBgn0030480,0.725101368,0.999775474,-142.1998969,-143.6183865,407.3378397,0.44821633,0.949736616,0.745335119,0.999999999,FALSE
 CG1662 ,FBgn0030480,FBgn0030481,0.25776572,0.999775474,-129.4403136,-132.7067278,196.4216731,0.878579482,0.974715247,0.099017434,0.999999999,FALSE
 CG1673 ,FBgn0030481,FBgn0030482,0.075631025,0.999775474,-143.3746722,-148.3677052,286.4000223,0.685747632,0.949736616,0.026365275,0.789388877,FALSE
 GstT4 ,FBgn0030483,FBgn0030484,0.904460203,0.999775474,-65.11828577,-65.90493141,5.438671164,0.671291887,0.949736616,0.855153465,0.999999999,FALSE
 CG1998 ,FBgn0030484,FBgn0030485,0.18911003,0.999775474,-149.503822,-153.2300168,305.3516297,0.089735258,0.949736616,0.452149059,0.999999999,FALSE
 Set2 ,FBgn0030485,FBgn0030486,0.274833342,0.999775474,-122.3381643,-125.5064457,160.7170766,0.199840669,0.949736616,0.37406996,0.999999999,FALSE
 CG15754 ,FBgn0030486,FBgn0030492,0.97647648,0.999775474,-142.4853554,-142.8896948,337.0681944,0.693253989,0.949736616,0.994557094,0.999999999,FALSE
 CG11816 ,FBgn0030494,FBgn0030495,0.760143964,0.999775474,-31.11094762,-32.41496547,0.457015211,0.449948658,0.949736616,0.798640604,0.999999999,FALSE
