"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048056","GO:0048056","R3/R4 cell differentiation","1/18","15/11228",0.023793708018243,0.0443087554827911,0.0155304973596074,"fz",1
"GO:1901880","GO:1901880","negative regulation of protein depolymerization","1/18","15/11228",0.023793708018243,0.0443087554827911,0.0155304973596074,"Apc",1
"GO:0030534","GO:0030534","adult behavior","2/18","154/11228",0.0247652752475206,0.0460274074344883,0.0161328956735994,"ovo/Egfr",2
"GO:0007392","GO:0007392","initiation of dorsal closure","1/18","16/11228",0.0253607920506758,0.0466756989882087,0.0163601259388959,"dpp",1
"GO:0035290","GO:0035290","trunk segmentation","1/18","16/11228",0.0253607920506758,0.0466756989882087,0.0163601259388959,"en",1
"GO:0045840","GO:0045840","positive regulation of mitotic nuclear division","1/18","16/11228",0.0253607920506758,0.0466756989882087,0.0163601259388959,"sgg",1
"GO:0048634","GO:0048634","regulation of muscle organ development","1/18","16/11228",0.0253607920506758,0.0466756989882087,0.0163601259388959,"dpp",1
"GO:0051785","GO:0051785","positive regulation of nuclear division","1/18","16/11228",0.0253607920506758,0.0466756989882087,0.0163601259388959,"sgg",1
"GO:0009994","GO:0009994","oocyte differentiation","2/18","161/11228",0.0268975076471307,0.0491728243593876,0.0172353840805687,"dpp/Egfr",2
"GO:0007426","GO:0007426","tracheal outgrowth, open tracheal system","1/18","17/11228",0.0269255000191996,0.0491728243593876,0.0172353840805687,"Egfr",1
"GO:0007538","GO:0007538","primary sex determination","1/18","17/11228",0.0269255000191996,0.0491728243593876,0.0172353840805687,"ovo",1
"GO:0042688","GO:0042688","crystal cell differentiation","1/18","17/11228",0.0269255000191996,0.0491728243593876,0.0172353840805687,"wg",1
"GO:1901701","GO:1901701","cellular response to oxygen-containing compound","2/18","162/11228",0.0272080808914037,0.0495931493704583,0.017382710639473,"Tak1/sgg",2
